"lang"
{
	"Language"		"English"

"DOTA_Tooltip_Ability_item_power_treads_3"							"Power Treads"
"DOTA_Tooltip_ability_item_power_treads_3_Description"				"<h1>Active: Switch Attribute</h1> Changes selected attribute between Strength, Agility and Intelligence.\n\nPower Treads can be built using a Belt of Strength, Band of Elvenskin, or a Robe of the Magi.  Flat movement speed bonuses from multiple pairs of boots do not stack, nor does the attack speed bonus from multiple Power Treads."
"DOTA_Tooltip_ability_item_power_treads_3_Lore"						"A pair of tough-skinned boots that change to meet the demands of the wearer."
"DOTA_Tooltip_ability_item_power_treads_3_bonus_movement_speed"		"%+$move_speed"
"DOTA_Tooltip_ability_item_power_treads_3_bonus_stat"				"+$selected_attrib"
"DOTA_Tooltip_ability_item_power_treads_3_bonus_attack_speed"		"+$attack"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\power_treads.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\private_courier.txt' begin 
"DOTA_Tooltip_Ability_item_pr_cour"										"Advanced Courier"
"DOTA_Tooltip_Ability_item_pr_cour_Description"							"The Advanced courier can only be controled by you, if you use the map."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\private_courier.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\radiance.txt' begin 
"DOTA_Tooltip_Ability_item_radiance"							"Radiance"
"DOTA_Tooltip_ability_item_radiance_Lore"						"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_aura_damage"				"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_aura_damage_stats"			"BURN DAMAGE FROM STATS:"
"DOTA_Tooltip_ability_item_radiance_Description"				"<h1>Active: Toggle Burn</h1> When active, scorches nearby enemies for %aura_damage% damage per second plus %damage_from_stat%%% of the owner's primary attribute and blinds them, causing them to miss %blind_pct%%% of their attacks."
"DOTA_Tooltip_ability_item_radiance_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_radiance_blind_pct"					"%BURN MISS CHANCE:"
"DOTA_Tooltip_ability_item_radiance_aura_radius"				"BURN RADIUS:"
"DOTA_Tooltip_modifier_radiance_debuff"							"Burn Damage"
"DOTA_Tooltip_modifier_radiance_debuff_Description"				"Taking 50 damage per second, and missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of all attacks."
"DOTA_Tooltip_Ability_item_radiance_inactive"					"Radiance"
"DOTA_Tooltip_ability_item_radiance_inactive_Lore"				"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_inactive_aura_damage"		"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_inactive_aura_damage_pct"	"%BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_inactive_Description"		"<h1>Active: Toggle Burn</h1> When active, scorches nearby enemies for %aura_damage% damage per second plus %damage_from_stat%%% of the owner's primary attribute and blinds them, causing them to miss %blind_pct%%% of their attacks."
"DOTA_Tooltip_ability_item_radiance_inactive_bonus_damage"		"+$damage"
"DOTA_Tooltip_ability_item_radiance_inactive_blind_pct"			"%BURN MISS CHANCE:"
"DOTA_Tooltip_ability_item_radiance_inactive_aura_radius"		"BURN RADIUS:"

"DOTA_Tooltip_Ability_item_radiance_2"							"Radiance"
"DOTA_Tooltip_ability_item_radiance_2_Description"						"<h1>Toggle: Burn</h1> When active, scorches enemies for %aura_damage% magical damage per second plus %damage_from_stat%%% of the owner's primary attribute and causes them to miss %blind_pct%%% of their attacks. Deals %illusion_multiplier_pct%%% damage to illusions. Illusions deal %aura_damage_illusions% magical damage per second.<br><br>Radius: %aura_radius%"	
"DOTA_Tooltip_ability_item_radiance_2_Lore"								"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_2_bonus_damage"						"+$damage"		
//"DOTA_Tooltip_ability_item_radiance_2_aura_damage"						"BURN DAMAGE PER SECOND:"	
"DOTA_Tooltip_ability_item_radiance_2_evasion"							"%+$evasion"
//"DOTA_Tooltip_ability_item_radiance_2_aura_radius"						"BURN RADIUS:"
"DOTA_Tooltip_modifier_item_radiance_2_debuff"				"Burn Damage"
"DOTA_Tooltip_modifier_item_radiance_2_debuff_Description"	"Taking 150 damage per second, and missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of attacks."

"DOTA_Tooltip_Ability_item_radiance_3"							"Radiance"
"DOTA_Tooltip_ability_item_radiance_3_Description"						"<h1>Passive: Burn</h1> When active, scorches enemies for %aura_damage% magical damage per second plus %damage_from_stat%%% of the owner's primary attribute and causes them to miss %blind_pct%%% of their attacks.<br><br>Radius: %aura_radius%."	
"DOTA_Tooltip_ability_item_radiance_3_Lore"								"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_3_bonus_damage"						"+$damage"
"DOTA_Tooltip_ability_item_radiance_3_damage_from_stat"						"DAMAGE FROM PRIMARY ATTRIBUTE:"		
//"DOTA_Tooltip_ability_item_radiance_3_aura_damage"						"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_3_evasion"							"%+$evasion"
//"DOTA_Tooltip_ability_item_radiance_3_aura_radius"						"BURN RADIUS:"
"DOTA_Tooltip_modifier_item_radiance_3_debuff"				"Burn Damage"
"DOTA_Tooltip_modifier_item_radiance_3_debuff_Description"	"Taking 325 damage per second, and missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of attacks."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\radiance.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\rebels_sword.txt' begin 
"DOTA_Tooltip_Ability_item_rebels_sword"							"Rebels Sword"
"DOTA_Tooltip_Ability_item_rebels_sword_Description"				"<h1>Passive: Corrosive Armor</h1> Reduces the enemy armor with every hit.\n After %max_disarmor_pct%%  disarmor, next attacks will applies additional %disarmor_const% disarmor per hit."
"DOTA_Tooltip_Ability_item_rebels_sword_Lore"                       "Weapons of Burning Legion"
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_all_stats"			"+$all"
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_attack_speed"			"+$attack"
"DOTA_Tooltip_Ability_item_rebels_sword_disarmor"					"%DISARMOR PER HIT:"
"DOTA_Tooltip_Ability_item_rebels_sword_disarmor_const"				"DISARMOR PER HIT:"
"DOTA_Tooltip_Ability_item_rebels_sword_max_disarmor_pct"			"%MAX DISARMOR:"
"DOTA_Tooltip_Ability_item_rebels_sword_duration"					"DISARMOR DURATION:"
"DOTA_Tooltip_modifier_rebels_sword_disarmor" 						"Rebel Disarmor" 
"DOTA_Tooltip_modifier_rebels_sword_disarmor_Description"			"Armor decreased by rebels sword"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\rebels_sword.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\recovery_orb.txt' begin 
"DOTA_Tooltip_ability_item_recovery_orb"								"Recovery Orb"
"DOTA_Tooltip_ability_item_recovery_orb_Description"					"<h1>Active: Reset Cooldowns</h1> Resets the cooldowns of all your items and abilities.\n\n <h1>Passive: Recovery</h1> With a small chance allows you after cast ability reset the 50% cooldown of this ability."
"DOTA_Tooltip_ability_item_recovery_orb_Lore"							"A powerful artifact created for wizards."
"DOTA_Tooltip_ability_item_recovery_orb_bonus_health_regen"				"+$hp_regen"
"DOTA_Tooltip_ability_item_recovery_orb_bonus_mana_regen"				"+$mana_regen"
"DOTA_Tooltip_ability_item_recovery_orb_bonus_damage"					"+$damage"
"DOTA_Tooltip_ability_item_recovery_orb_ability_chance"					"%ABILITY CHANCE:"
"DOTA_Tooltip_ability_item_recovery_orb_ultimate_chance"				"%ULTIMATE CHANCE:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\recovery_orb.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\restoration_bracer.txt' begin 
"DOTA_Tooltip_Ability_item_restoration_bracer"							"Restoration Bracer"
"DOTA_Tooltip_Ability_item_restoration_bracer_bonus_str"				"+$str"
"DOTA_Tooltip_Ability_item_restoration_bracer_bonus_hp_regen"			"+$hp_regen"
"DOTA_Tooltip_Ability_item_restoration_bracer_lore"						"Magical bracer of regeneration of junior druids."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\restoration_bracer.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\rubick_dagon.txt' begin 
"DOTA_Tooltip_Ability_item_rubick_dagon"						"Rubick Dagon"
"DOTA_Tooltip_Ability_item_rubick_dagon_Description"			"<h1>Active: Dagon</h1> Emits a powerful burst of magical damage upon a targeted enemy unit. Damage depends on the intelligence of caster. "
"DOTA_Tooltip_Ability_item_rubick_dagon_bonus_int"				"+$int"
"DOTA_Tooltip_Ability_item_rubick_dagon_bonus_att"				"+$all"
"DOTA_Tooltip_Ability_item_rubick_dagon_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_rubick_dagon_damage"					"DAGON DAMAGE:"
"DOTA_Tooltip_Ability_item_rubick_dagon_int_damage_pct"			"%INT TO DAMAGE:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\rubick_dagon.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\sacred_butterfly.txt' begin 
"DOTA_Tooltip_Ability_item_sacred_butterfly"					"Sacred Butterfly"
"DOTA_Tooltip_Ability_item_sacred_butterfly_Description"		"A Sacred weapon which provides an incredible amount of dexterity in combat."
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_agi"			"+$agi"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_dmg"			"+$damage"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_attackspeed"	"+$attack"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_evasion"		"%+$evasion"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_mvspd_pct"	"%+$move_speed"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\sacred_butterfly.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\sealed_rune.txt' begin 
"DOTA_Tooltip_Ability_item_sealed_rune"							"Sealed Rune"
"DOTA_Tooltip_Ability_item_sealed_rune_lore"					"Sealed elder rune which true usage is shrouded in mystery."
"DOTA_Tooltip_Ability_item_sealed_rune_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_sealed_rune_bonus_as"				"+$attack"
"DOTA_Tooltip_Ability_item_sealed_rune_bonus_agi"				"+$agi"
"DOTA_Tooltip_Ability_item_sealed_rune_bonus_str"				"+$str"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\sealed_rune.txt' end

		"DOTA_Tooltip_ability_item_shivas_guard_2" "Shiva's Guard"
		"DOTA_Tooltip_ability_item_shivas_guard_2_Description"					"<h1>Active: Arctic Blast</h1> Emits a freezing wave that deals %blast_damage% magical damage to enemies and slows their movement by %blast_movement_speed%%% for %blast_debuff_duration% seconds. Deals %illusion_multiplier_pct%%% damage to illusions.<br><br>Radius: %blast_radius%\n\n<h1>Passive: Freezing Aura</h1> Reduces the attack speed of all enemies by %aura_attack_speed% and all heals, regeneration and lifesteal by %hp_regen_degen_aura%%%. <br><br>Radius: %aura_radius%"
		"DOTA_Tooltip_ability_item_shivas_guard_2_Lore"							"Said to have belonged to a goddess, today it retains much of its former power."
		"DOTA_Tooltip_ability_item_shivas_guard_2_Note0"							"The wave extends at a speed of %blast_speed% to a max size of %blast_radius%."
		"DOTA_Tooltip_ability_item_shivas_guard_2_Note1"							"The Arctic Blast follows its caster."
		"DOTA_Tooltip_ability_item_shivas_guard_2_Note2" 							"Multiple instances of Freezing Aura do not stack."
		"DOTA_Tooltip_ability_item_shivas_guard_2_bonus_intellect"				"+$int"
		"DOTA_Tooltip_ability_item_shivas_guard_2_bonus_armor"					"+$armor"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_aura_attack_speed"				"AURA ATTACK SLOW:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_damage"					"BLAST DAMAGE:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_movement_speed"			"%BLAST MOVEMENT SLOW:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_debuff_duration"			"BLAST SLOW DURATION:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_radius"						"BLAST RADIUS:"
		
		"DOTA_Tooltip_modifier_item_shivas_guard_2_aura"				"Freezing Aura"
		"DOTA_Tooltip_modifier_item_shivas_guard_2_aura_Description"	"Attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% and regeneration by %dMODIFIER_PROPERTY_LIFESTEAL_AMPLIFY_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_item_shivas_guard_2_blast"				"Arctic Blast"
		"DOTA_Tooltip_modifier_item_shivas_guard_2_blast_Description"	"Movement speed slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\shiva.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\slice_amulet.txt' begin 
		"DOTA_Tooltip_Ability_item_slice_amulet_pct_dmg_to_illusion"	"%HP DAMAGE TO ILLUSIONS:"
		"DOTA_Tooltip_Ability_item_slice_amulet"						"Slice of Static"
		"DOTA_Tooltip_Ability_item_slice_amulet_Description"			"<h1>Passive: Static Slice </h1> All casts deal a precentage of damage for all enemies in a 800 range."
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_armor"			"+$armor"
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_int"				"+$int"
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_stats"			"+$all"
		"DOTA_Tooltip_Ability_item_slice_amulet_health_damage_tooltip"	"DAMAGE:"
		"DOTA_Tooltip_Ability_item_slice_amulet_health_pct_dmg_tooltip"	"%HP DAMAGE:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\slice_amulet.txt' end

"DOTA_Tooltip_Ability_item_snake_boots"								"Snake Boots"
"DOTA_Tooltip_Ability_item_snake_boots_Description"					"<h1>Active: Warp Jump</h1> Allows teleportation to a friendly unit after 1.5s delay."
"DOTA_Tooltip_Ability_item_snake_boots_bonus_speed"					"%+$move_speed"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_armor"					"+$armor"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_hp_regen"				"+$hp_regen"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_stats"					"+$all"

"DOTA_Tooltip_modifier_snake_boots_teleport"						"Teleporting"

"DOTA_Tooltip_ability_item_soul_collector"									"Soul Collector"


"DOTA_Tooltip_ability_item_soul_collector_Description"						"<h1>Active: Soul Collect</h1> Owner releases blast that deals %damage% <span class='GameplayValues GameplayVariable'>+</span>%mainstat_to_dmg_pct%%  damage from main attribute and curses enemy for a %decrease_heal_duration% seconds. Curse decreases incoming heal for %decrease_heal_pct%% and slows enemy movement speed for a %slow_percent%% . Owner restores health from damage dealt to any unit that is not creep.\n<h1> Passive: Minder </h1>Grants owner with experience for every damage to enemy hero, that depends on dealed damage. Grants %damage_to_exp_melee%%  experience for melee-attack heroes and %damage_to_exp_ranged%%  experience for long-attack heroes, but additional experience can't be less then %min_exp_melee% for melee-attack heroes and %min_exp_ranged% for range-attack heroes. Cooldown to gain experience %exp_cooldown% sec."

"DOTA_Tooltip_ability_item_soul_collector_bonus_str"					    "+$str"
"DOTA_Tooltip_ability_item_soul_collector_bonus_int"					    "+$int"
"DOTA_Tooltip_ability_item_soul_collector_bonus_agi"					    "+$agi"
"DOTA_Tooltip_ability_item_soul_collector_bonus_as"					       	"+$attack"
"DOTA_Tooltip_ability_item_soul_collector_health_regen"				        "+$hp_regen"
"DOTA_Tooltip_ability_item_soul_collector_bonus_manaregen"				    "+$mana_regen"
"DOTA_Tooltip_ability_item_soul_collector_bonus_damage"				        "+$damage"
"DOTA_Tooltip_ability_item_soul_collector_spell_amp"                        "%+$spell_amp"
"DOTA_Tooltip_ability_item_soul_collector_damage"				            "DAMAGE:"
"DOTA_Tooltip_ability_item_soul_collector_mainstat_to_dmg_pct"				"%MAIN ATT DAMAGE:"

"DOTA_Tooltip_ability_item_soul_collector_range"				            "BLAST RANGE:"

"DOTA_Tooltip_modifier_soul_collector_active_debuff"				        "Soul Collector"

"DOTA_Tooltip_ability_item_soul_merchant"									"Soul Merchant"


"DOTA_Tooltip_ability_item_soul_merchant_Description"						"<h1>Active: Soul Steal</h1> Connects owner to enemy hero with strong curse.\nCurse slows enemy, decreasing incoming healing for %reduce_total_heal_pct%% and disabling item usage..\nConnection is only active at close distance."

"DOTA_Tooltip_ability_item_soul_merchant_bonus_str"					        "+$str"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_int"					        "+$int"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_agi"					        "+$agi"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_damage"				        "+$damage"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_health"				        "+$health"

"DOTA_Tooltip_ability_item_soul_merchant_duration_debuff"				    "CONNECTION DURATION:"
"DOTA_Tooltip_ability_item_soul_merchant_destroy_bind_range"				"CONNECTION MAX DISTANCE:"
"DOTA_Tooltip_ability_item_soul_merchant_slow_percent"				        "%SLOW:"
"DOTA_Tooltip_ability_item_soul_merchant_reduce_total_heal_pct"				"%HEAL DECREASING:"


"DOTA_Tooltip_modifier_soul_merchant_active_buff_friendly"				    "Soul Merchant"

"DOTA_Tooltip_modifier_soul_merchant_active_buff_enemy"				        "Soul Merchant"

"DOTA_Tooltip_ability_item_soul_stone"									"Soul Stone"
"DOTA_Tooltip_ability_item_soul_stone_Description"						"<h1>Active: Soul Release</h1>Owner release spirit that deal %damage%  damage + %mainstat_to_dmg%%  damage frm main attribute and heals owner depenging on dealed damage.\n<h1>Passive: Minder </h1> Grants owner with experience for every damage to enemy hero, that depends on dealed damage. Grants %damage_to_exp_melee%%  experience for melee-attack heroes and %damage_to_exp_ranged%%  experience for long-attack heroes, but additional experience can't be less then %min_exp_melee% for melee-attack heroes and %min_exp_ranged% for range-attack heroes. Cooldown to gain experience %exp_cooldown% sec."
"DOTA_Tooltip_ability_item_soul_stone_lore"								"Mighty soul stone that was stealer by misterious thief from supreme necromant centuries ago."
"DOTA_Tooltip_ability_item_soul_stone_bonus_damage"						"+$damage"
"DOTA_Tooltip_ability_item_soul_stone_bonus_stats"						"+$all"
"DOTA_Tooltip_ability_item_soul_stone_bonus_hpreg"						"+$hp_regen"
"DOTA_Tooltip_ability_item_soul_stone_bonus_mpreg"						"+$mana_regen"
"DOTA_Tooltip_ability_item_soul_stone_projectile_speed"					"PROJECTILE SPEED:"
"DOTA_Tooltip_ability_item_soul_stone_abilitycastrange"					"CAST RANGE:"
"DOTA_Tooltip_ability_item_soul_stone_bonus_spell_amp"					"%+$spell_amp"
"DOTA_Tooltip_ability_item_soul_stone_bonus_health"						"+$health"

"DOTA_Tooltip_ability_item_soul_vessel"									"Soul Vessel"
"DOTA_Tooltip_ability_item_soul_vessel_Description"						"<h1>Active: Soul Release</h1> Heal ally and restore half-mana, or deal damage to enemy. Apply buff/debuff that increase/decrease attack and movespeed.\n\n <h1>Passive: Soul Collect</h1> Gets 2 charges for kill hero."
"DOTA_Tooltip_ability_item_soul_vessel_mana_regen"						"%+$mana_regen"
"DOTA_Tooltip_ability_item_soul_vessel_bonus_stats"						"+$all"
"DOTA_Tooltip_ability_item_soul_vessel_radius"							"RADIUS:"
"DOTA_Tooltip_ability_item_soul_vessel_heal_const"						"HEAL:"
"DOTA_Tooltip_ability_item_soul_vessel_heal_pct"						"%HEAL:"
"DOTA_Tooltip_ability_item_soul_vessel_damage_const"					"DAMAGE:"
"DOTA_Tooltip_ability_item_soul_vessel_damage_pct"						"%DAMAGE:"
"DOTA_Tooltip_ability_item_soul_vessel_buff_attack"						"%INCREASE/DECREASE ATTACK:"
"DOTA_Tooltip_ability_item_soul_vessel_buff_mvspd"						"%INCREASE/DECREASE MOVESPEED:"
"DOTA_Tooltip_ability_item_soul_vessel_duration"						"DURATION:"

"DOTA_Tooltip_Ability_item_spiked_armor"						"Spiked Armor"
"DOTA_Tooltip_Ability_item_spiked_armor_Description"			"<h1>Active: Return</h1> Reflects any damage taken back to the unit that dealt the damage. Lasts 4.5 seconds. Returning damage is doubled.\n<h1>Passive: Spiked Aura</h1> All nearby friendly units gain extra armor and attack speed and all nearby enemies gain reduced armor."
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_armor"			"+$armor"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_aspeed"			"+$attack"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_health"			"+$health"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_stats"			"+$all"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_armor_aura"		"AURA ARMOR:"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_aspeed_aura"		"AURA ASPEED:"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_friend_radius"	"AURA RADIUS:"
"DOTA_Tooltip_Ability_item_spiked_armor_disarmor_aura"			"ENEMIES DISARMOR:"
"DOTA_Tooltip_Ability_item_spiked_armor_disarmor_aura_pct"		"%ENEMIES DISARMOR:"
"DOTA_Tooltip_Ability_item_spiked_armor_enemy_radius"			"EMEMIES DISARMOR RADIUS:"
"DOTA_Tooltip_modifier_spiked_armor_return"						"Return damage."
"DOTA_Tooltip_modifier_spiked_armor_aura_friend"				"Spiked Armor Aura"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\static_amulet.txt' begin 
		"DOTA_Tooltip_Ability_item_static_amulet"						"Static Amulet"
		"DOTA_Tooltip_Ability_item_static_amulet_Description"			"Passive: Static Amulet - All casts deal a precentage of damage for all enemies in a 800 range."
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_armor"			"+$armor"
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_int"				"+$int"
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_stats"			"+$all"
		"DOTA_Tooltip_Ability_item_static_amulet_health_damage_tooltip"	"DAMAGE:"
		"DOTA_Tooltip_Ability_item_static_amulet_health_pct_dmg_tooltip" "%HP DAMAGE:"
		"DOTA_Tooltip_Ability_item_static_amulet_pct_dmg_to_illusion"	"%HP DAMAGE TO ILLUSIONS:"
	


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\static_amulet.txt' end

"DOTA_Tooltip_modifier_static_mag_amplify"						"Static Amplification"
"DOTA_Tooltip_modifier_static_mag_amplify_Description"			"Increase output spell amplification damage by %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%"

"DOTA_Tooltip_modifier_static_disarm"							"Disarmed"
"DOTA_Tooltip_modifier_static_disarm_Description"				"Disarmed"

"DOTA_Tooltip_Ability_item_steel_frame"								"Steel Frame"
"DOTA_Tooltip_Ability_item_steel_frame_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_steel_frame_bonus_as"					"+$attack"
"DOTA_Tooltip_Ability_item_steel_frame_lore"						"That steel frame usually was used for fortification of items."

"DOTA_Tooltip_ability_item_talisman_of_ambition"							"Talisman of Ambition"
"DOTA_Tooltip_ability_item_talisman_of_ambition_Description"				"<h1>Active: Shadow movements</h1> Caster get %evasion%%  bonus evasion for %duration% seconds"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_agility"				"+$agi"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_movespeed"			"+$move_speed"
"DOTA_Tooltip_ability_item_talisman_of_ambition_duration"					"DURATION:"
"DOTA_Tooltip_ability_item_talisman_of_ambition_evasion"					"%EVASION:"

"DOTA_Tooltip_ability_item_talisman_of_mastery"	"Talisman of Mastery"
"DOTA_Tooltip_ability_item_talisman_of_mastery_Description"	"<h1>Passive: Minder</h1> The owner receives additional experience for any damage dealt to heroes, depending on the damage dealt, in the amount of %damage_to_exp_melee%% for melee heroes and %damage_to_exp_ranged%% for ranged heroes, but not less than %min_exp_melee% for melee heroes and %min_exp_ranged% for ranged heroes."
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_attack"	"+$damage"
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_str"	"+$str"
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_hp_regen"	"+$hp_regen"

"DOTA_Tooltip_ability_item_bracer_Description"	"Item stats are doubled after the 4th minute of the game."
"DOTA_Tooltip_ability_item_wraith_band_Description"	"Item stats are doubled after the 4th minute of the game."
"DOTA_Tooltip_ability_item_null_talisman_Description"	"Item stats are doubled after the 4th minute of the game."

"DOTA_Tooltip_Ability_item_throwing_daggers"								"Throwing Daggers"
"DOTA_Tooltip_Ability_item_throwing_daggers_Description"					"<h1>Active: Throw</h1>Throwing a dagger, that deal %throw_damage% damage on hit.\n<h1>Passive: Vampire Synergy</h1>If you has a <font color='#d40b0b'>Vampire Claw</font> damage from throwing will heal you."
"DOTA_Tooltip_Ability_item_throwing_daggers_bonus_attack_speed"				"+$attack"


"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_3"				"Tome of Intellect (+3)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_3_Description"	"Permanently increases your hero's Intelligence by 3."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_6"				"Tome of Intellect (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_6_Description"	"Permanently increases your hero's Intelligence by 6."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_60"				"Tome of Intellect (+60)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_60_Description"	"Permanently increases your hero's Intelligence by 60."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_3"				"Tome of Agility(+3)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_3_Description"	"Permanently increases your hero's Agility by 3."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_6"				"Tome of Agility(+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_6_Description"	"Permanently increases your hero's Agility by 6."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_60"				"Tome of Agility(+60)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_60_Description"	"Permanently increases your hero's Agility by 60."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_3"				"Tome of Strength (+3)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_3_Description"	"Permanently increases your hero's Strength by 3."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_6"				"Tome of Strength (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_6_Description"	"Permanently increases your hero's Strength by 6."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_60"				"Tome of Strength (+60)"
