"lang"
{
	"Language"		"Russian"
		"DOTA_Tooltip_ability_item_shivas_guard_2_bonus_intellect"				"+$int"
		"DOTA_Tooltip_ability_item_shivas_guard_2_bonus_armor"					"+$armor"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_aura_attack_speed"				"AURA ATTACK SLOW:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_damage"					"BLAST DAMAGE:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_movement_speed"			"%BLAST MOVEMENT SLOW:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_debuff_duration"			"BLAST SLOW DURATION:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_radius"						"BLAST RADIUS:"
		
		"DOTA_Tooltip_modifier_item_shivas_guard_2_aura"				"Freezing Aura"
		"DOTA_Tooltip_modifier_item_shivas_guard_2_aura_Description"	"Скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, восстановление здоровья уменьшено на %dMODIFIER_PROPERTY_LIFESTEAL_AMPLIFY_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_item_shivas_guard_2_blast"				"Arctic Blast"
		"DOTA_Tooltip_modifier_item_shivas_guard_2_blast_Description"	"Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\shiva.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\slice_amulet.txt' begin 
		"DOTA_Tooltip_Ability_item_slice_amulet_pct_dmg_to_illusion"	"%HP DAMAGE TO ILLUSIONS:"
		"DOTA_Tooltip_Ability_item_slice_amulet"						"Slice of Static"
		"DOTA_Tooltip_Ability_item_slice_amulet_Description"			"<h1>Passive: Static Slice </h1> All casts deal a precentage of damage for all enemies in a 800 range."
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_armor"			"+$armor"
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_int"				"+$int"
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_stats"			"+$all"
		"DOTA_Tooltip_Ability_item_slice_amulet_health_damage_tooltip"	"DAMAGE:"
		"DOTA_Tooltip_Ability_item_slice_amulet_health_pct_dmg_tooltip"	"%HP DAMAGE:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\slice_amulet.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\snake_boots.txt' begin 
"DOTA_Tooltip_Ability_item_snake_boots"								"Snake Boots"
"DOTA_Tooltip_Ability_item_snake_boots_Description"					"<h1>Активируемая: Warp Jump</h1> Позволяет через 1.5сек. переместиться к союзнику."
"DOTA_Tooltip_Ability_item_snake_boots_bonus_speed"					"%+$move_speed"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_armor"					"+$armor"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_hp_regen"				"+$hp_regen"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_stats"					"+$all"

"DOTA_Tooltip_modifier_snake_boots_teleport"						"Teleporting"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\snake_boots.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\soul_collector.txt' begin 
"DOTA_Tooltip_ability_item_soul_collector"									"Soul Collector"

"DOTA_Tooltip_ability_item_soul_collector_Description"						"<h1>Активируемая: Soul Collect</h1> Владелец выпускает волну, которая наносит врагам %damage% урона <span class='GameplayValues GameplayVariable'>+</span>%mainstat_to_dmg_pct%%  урона от основного атрибута и проклиная их на %decrease_heal_duration% секунд. Проклятье уменьшает входящее лечение на %decrease_heal_pct%%  и замедляет скорость передвижения на %slow_percent%% . Если цель не является крипом - владелец получает лечение в размере наносимого урона.\n<h1>Пассивная: Minder </h1> За любой нанесенный урон по героям владелец получает дополнительный опыт зависящий от нанесенного урона, в размере %damage_to_exp_melee%%  для героев ближнего боя, и %damage_to_exp_ranged%%  для героев дальнего боя, но не менее %min_exp_melee% опыта для героев ближнего боя, и %min_exp_ranged% для героев дальнего боя. Перезарядка получения опыта %exp_cooldown% сек."

"DOTA_Tooltip_ability_item_soul_collector_Lore"								"Созданная из тела убитого пожирателя душ, эта маска способна развращать души и уничтожать тела всех, кто попадет под ее гнев."
"DOTA_Tooltip_ability_item_soul_collector_bonus_str"					    "+$str"
"DOTA_Tooltip_ability_item_soul_collector_bonus_int"					    "+$int"
"DOTA_Tooltip_ability_item_soul_collector_bonus_agi"					    "+$agi"
"DOTA_Tooltip_ability_item_soul_collector_bonus_as"					       	"+$attack"
"DOTA_Tooltip_ability_item_soul_collector_health_regen"				        "+$hp_regen"
"DOTA_Tooltip_ability_item_soul_collector_bonus_manaregen"				    "+$mana_regen"
"DOTA_Tooltip_ability_item_soul_collector_bonus_damage"				        "+$damage"
"DOTA_Tooltip_ability_item_soul_collector_spell_amp"                        "%+$spell_amp"

"DOTA_Tooltip_ability_item_soul_collector_range"				            "ДАЛЬНОСТЬ ВОЛНЫ:"

"DOTA_Tooltip_modifier_soul_collector_active_debuff"				        "Soul Collector"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\soul_collector.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\soul_merchant.txt' begin 
"DOTA_Tooltip_ability_item_soul_merchant"									"Soul Merchant"


"DOTA_Tooltip_ability_item_soul_merchant_Description"						"<h1>Активируемая: Soul Steal</h1> Связывает владельца с вражеским героем, проклиная его. \nЭффект проклятия замедляет цель, уменьшает входящее лечение цели на %reduce_total_heal_pct%% и запрещает использование предметов.\nСвязь разорвется, если расстояние до цели окажется слишком большим"

"DOTA_Tooltip_ability_item_soul_merchant_bonus_str"					        "+$str"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_int"					        "+$int"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_agi"					        "+$agi"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_damage"				        "+$damage"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_health"				        "+$health"

"DOTA_Tooltip_ability_item_soul_merchant_duration_debuff"				    "ДЛИТЕЛЬНОСТЬ СВЯЗКИ:"
"DOTA_Tooltip_ability_item_soul_merchant_destroy_bind_range"				"МАКС.РАССТОЯНИЕ СВЯЗКИ:"
"DOTA_Tooltip_ability_item_soul_merchant_slow_percent"				        "%ЗАМЕДЛЕНИЕ:"
"DOTA_Tooltip_ability_item_soul_merchant_reduce_total_heal_pct"				"%УМЕНЬШЕНИЕ ЛЕЧЕНИЯ:"


"DOTA_Tooltip_modifier_soul_merchant_active_buff_friendly"				    "Soul Merchant"

"DOTA_Tooltip_modifier_soul_merchant_active_buff_enemy"				        "Soul Merchant"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\soul_merchant.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\soul_stone.txt' begin 
"DOTA_Tooltip_ability_item_soul_stone"									"Soul Stone"
"DOTA_Tooltip_ability_item_soul_stone_Description"						"<h1>Активируемая: Soul Release</h1>Владелец выпускает духа который наносит врагу %damage%  урона + %mainstat_to_dmg%%  урона от основного атрибута и лечит владельца в зависимости от нанесенного урона.\n<h1>Пассивная: Minder </h1> За любой нанесенный урон по героям владелец получает дополнительный опыт зависящий от нанесенного урона, в размере %damage_to_exp_melee%%  для героев ближнего боя, и %damage_to_exp_ranged%%  для героев дальнего боя, но не менее %min_exp_melee% опыта для героев ближнего боя, и %min_exp_ranged% для героев дальнего боя. Перезарядка получения опыта %exp_cooldown% сек."
"DOTA_Tooltip_ability_item_soul_stone_lore"								"Могущественный камень душ, украденный таинственным вором у верховного некроманта несколько столетий назад."
"DOTA_Tooltip_ability_item_soul_stone_bonus_damage"						"+$damage"
"DOTA_Tooltip_ability_item_soul_stone_bonus_stats"						"+$all"
"DOTA_Tooltip_ability_item_soul_stone_bonus_hpreg"						"+$hp_regen"
"DOTA_Tooltip_ability_item_soul_stone_bonus_mpreg"						"+$mana_regen"
"DOTA_Tooltip_ability_item_soul_stone_projectile_speed"					"СКОРОСТЬ СНАРЯДА:"
"DOTA_Tooltip_ability_item_soul_stone_abilitycastrange"					"ДАЛЬНОСТЬ ПРИМЕНЕНИЯ:"
"DOTA_Tooltip_ability_item_soul_stone_bonus_spell_amp"					"%+$spell_amp"
"DOTA_Tooltip_ability_item_soul_stone_bonus_health"						"+$health"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\soul_stone.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\soul_vessel.txt' begin 
"DOTA_Tooltip_ability_item_soul_vessel"									"Soul Vessel"
"DOTA_Tooltip_ability_item_soul_vessel_Description"						"Активная: Soul Release - восстанавливает жизни союзника, и вдважды меньшее количество маны, либо наносит урон врагу. После накладывает бафф/дебафф на скорость бега и увеличение атаки.\n\nPassive: Soul Collect - при убийстве врага получает 2 заряда."
"DOTA_Tooltip_ability_item_soul_vessel_mana_regen"						"%+$mana_regen"
"DOTA_Tooltip_ability_item_soul_vessel_bonus_stats"						"+$all"
"DOTA_Tooltip_ability_item_soul_vessel_radius"							"РАДИУС ПРИМЕНЕНИЯ:"
"DOTA_Tooltip_ability_item_soul_vessel_heal_const"						"ЛЕЧЕНИЕ:"
"DOTA_Tooltip_ability_item_soul_vessel_heal_pct"						"%ЛЕЧЕНИЕ:"
"DOTA_Tooltip_ability_item_soul_vessel_damage_const"					"УРОН:"
"DOTA_Tooltip_ability_item_soul_vessel_damage_pct"						"%УРОН:"
"DOTA_Tooltip_ability_item_soul_vessel_buff_attack"						"%УВЕЛИЧЕНИЕ/СНИЖЕНИЕ АТАКИ:"
"DOTA_Tooltip_ability_item_soul_vessel_buff_mvspd"						"%УВЕЛИЧЕНИЕ/СНИЖЕНИЕ СКОРОСТИ:"
"DOTA_Tooltip_ability_item_soul_vessel_duration"						"ДЛИТЕЛЬНОСТЬ:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\soul_vessel.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\spiked_armor.txt' begin 
"DOTA_Tooltip_Ability_item_spiked_armor"						"Spiked Armor"
"DOTA_Tooltip_Ability_item_spiked_armor_Description"			"<h1>Активируемая: Return</h1> Возвращает удвоенный наносимый врагом урон обратно в течении 4.5 секунд. \n<h1>Пассивная: Spiked Aura</h1> Неподалеку у союзных войск повышается броня и скорость атаки, а у вражеских снижается броня"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_armor"			"+$armor"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_aspeed"			"+$attack"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_health"			"+$health"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_stats"			"+$all"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_armor_aura"		"БРОНЯ В АУРЕ:"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_aspeed_aura"		"СКОРОСТЬ АТАКИ В АУРЕ:"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_friend_radius"	"АУРА РАДИУС:"
"DOTA_Tooltip_Ability_item_spiked_armor_disarmor_aura"			"СНИЖЕНИЕ БРОНИ:"
"DOTA_Tooltip_Ability_item_spiked_armor_disarmor_aura_pct"		"%СНИЖЕНИЕ БРОНИ:"
"DOTA_Tooltip_modifier_spiked_armor_return"						"Возвращает двойной урон"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\spiked_armor.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\static_amulet.txt' begin 
		"DOTA_Tooltip_Ability_item_static_amulet"						"Static Amulet"
		"DOTA_Tooltip_Ability_item_static_amulet_Description"			"Passive: Static Amulet - All casts deal a precentage of damage for all enemies in a 800 range."
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_armor"			"+$armor"
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_int"				"+$int"
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_stats"			"+$all"
		"DOTA_Tooltip_Ability_item_static_amulet_health_damage_tooltip"	"DAMAGE:"
		"DOTA_Tooltip_Ability_item_static_amulet_health_pct_dmg_tooltip" "%HP DAMAGE:"
		"DOTA_Tooltip_Ability_item_static_amulet_pct_dmg_to_illusion"	"%HP DAMAGE TO ILLUSIONS:"
	


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\static_amulet.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\steel_frame.txt' begin 
"DOTA_Tooltip_Ability_item_steel_frame"								"Steel Frame"
"DOTA_Tooltip_Ability_item_steel_frame_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_steel_frame_bonus_as"					"+$attack"
"DOTA_Tooltip_Ability_item_steel_frame_lore"						"Стальная рама использующаяся для укрепления предметов."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\steel_frame.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\talisman_of_ambition.txt' begin 
"DOTA_Tooltip_ability_item_talisman_of_ambition"							"Talisman of Ambition"
"DOTA_Tooltip_ability_item_talisman_of_ambition_Description"				"<h1>Активируемая: Shadow movements</h1> Союзный юнит получает дополнительно %evasion%% уклонения на %duration% секунд"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_agility"				"+$agi"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_movespeed"			"+$move_speed"
"DOTA_Tooltip_ability_item_talisman_of_ambition_duration"					"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_item_talisman_of_ambition_evasion"					"%УКЛОНЕНИЕ:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\talisman_of_ambition.txt' end

"DOTA_Tooltip_ability_item_talisman_of_mastery"							"Talisman of Mastery"
"DOTA_Tooltip_ability_item_talisman_of_mastery_Description"				"<h1>Пассивная: Minder</h1> За любой нанесенный урон по героям владелец получает дополнительный опыт в зависимости от нанесенного урона, в размере %damage_to_exp_melee%%  для героев ближнего боя и %damage_to_exp_ranged%%  для героев дальнего боя, но не менее чем %min_exp_melee% для героев ближнего боя и %min_exp_ranged% для героев дальнего боя."

"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_attack"			"+$damage"
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_str"				"+$str"
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_hp_regen"			"+$hp_regen"

"DOTA_Tooltip_ability_item_bracer_Description"							"Статы предмета удваиваются на 4-й минуте игры."
"DOTA_Tooltip_ability_item_wraith_band_Description"						"Статы предмета удваиваются на 4-й минуте игры."
"DOTA_Tooltip_ability_item_null_talisman_Description"					"Статы предмета удваиваются на 4-й минуте игры."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\throwing_daggers.txt' begin 
"DOTA_Tooltip_Ability_item_throwing_daggers"								"Throwing Daggers"
"DOTA_Tooltip_Ability_item_throwing_daggers_Description"					"<h1>Активируемая: Throw</h1>Бросает кинжал, который при попадании наносит %throw_damage% урона.\n<h1>Пассивная: Vampire Synergy</h1>Если у вас есть <font color='#d40b0b'>Vampire Claw</font> то урон нанесенный кинжалом восстановит здоровье, равное нанесенному урону."
"DOTA_Tooltip_Ability_item_throwing_daggers_bonus_attack_speed"				"+$attack"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\throwing_daggers.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\tomes.txt' begin 
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_6"				"Книга интеллекта (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_6_Description"	"Навсегда увеличивает 6 интеллекта вашему герою."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_6"				"Книга ловкости(+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_6_Description"	"Навсегда увеличивает 6 ловкости вашему герою."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_6"				"Книга силы (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_6_Description"	"Навсегда увеличивает 6 силы вашему герою."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_6"				"Книга богов (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_6_Description"	"Навсегда добавляет 6 силы 6 ловкости 6 интеллекта вашему герою."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_MED"				"Медицинский трактат"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_MED_Description"	"Навсегда увеличивает здоровье вашего персонажа на 500 и ману на 300"

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_LVLUP"				"Книга героев"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_LVLUP_Description"	"Повышает ваш уровень."

"DOTA_TOOLTIP_ABILITY_ITEM_REPICK"					"Свиток перевоплощения"
"DOTA_TOOLTIP_ABILITY_ITEM_REPICK_Description"		"Позволяет сменить героя. Уровень, предметы и золото сохраняются. Герои, занятые другими игроками, недоступны. Нельзя использовать во время дуэли. Расходуется при использовании."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\tomes.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\vampire_claw.txt' begin 
"DOTA_Tooltip_ability_item_vampire_claw"								"Vampire Claw"
"DOTA_Tooltip_ability_item_vampire_claw_Description"                    "<h1>Активируемая: Blood Rivers</h1> Мгновенно восстанавливает %heal_per_charge% здоровья за каждый имеющийся заряд.<br><br>Может иметь до %max_charges% зарядов. Получает %charges_for_attack_hero% заряд за удар по герою и %charges_for_attack_creep% заряд за удар по крипу\n<h1>Пассивная: Lifesteal</h1>Каждая атака восстанавливает владельцу %lifesteal%%  здоровья от нанесенного урона"
"DOTA_Tooltip_ability_item_vampire_claw_bonus_damage"                   "+$damage"
"DOTA_Tooltip_ability_item_vampire_claw_bonus_str"                   	"+$str"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\vampire_claw.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\void_scepter.txt' begin 
"DOTA_Tooltip_ability_item_void_stick"								"Void Scepter"
"DOTA_Tooltip_ability_item_void_stick_Description"					"<h1>Активная: Void Astral</h1> ПРЕРЫВАЕМАЯ — При применении на себя скрывает вас с карты на %astral_duration% секунды постепенно восстанавливая %astral_regen%%  здоровья и маны в секунду. При полном прочтении заклинания, владелец получает положительный эффект на %after_cast_bonus_duration%  секунд, увеличивая восстановление маны на  %after_cast_mana_regen% и уменьшая ее расход на %after_cast_reduce_manacost_pct%% \n<h1>Пассивная: Cooldown Reduction</h1> Снижает время перезарядки умений и предметов на %cooldown_reduction%%."

"DOTA_Tooltip_Ability_item_void_stick_bonus_int"					"+$int"
"DOTA_Tooltip_ability_item_void_stick_bonus_hp"						"+$health"
"DOTA_Tooltip_ability_item_void_stick_bonus_mana"					"+$mana"
"DOTA_Tooltip_ability_item_void_stick_bonus_mpregen"				"+$mana_regen"
"DOTA_Tooltip_ability_item_void_stick_bonus_hpregen"				"+$hp_regen"
"DOTA_Tooltip_ability_item_void_stick_bonus_castrange"				"+$cast_range"
"DOTA_Tooltip_ability_item_void_stick_bonus_speed"					"+$move_speed"

"DOTA_Tooltip_modifier_item_void_stick_astral"						"Void Astral"
"DOTA_Tooltip_modifier_item_void_stick_astral_Description"			"Постепенно восстанавливает %astral_regen%% здоровья и маны"

"DOTA_Tooltip_modifier_item_void_stick_pull"						"Void Attractiing"
"DOTA_Tooltip_modifier_item_void_stick_pull_Description"			"Притягивается при помощи Void Scepter"

"DOTA_Tooltip_modifier_void_stick_active_finish"					"Void Scepter"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\void_scepter.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\wisdom_shard.txt' begin 
"DOTA_Tooltip_Ability_item_wisdom_shard"							"Wisdom Shard"
"DOTA_Tooltip_Ability_item_wisdom_shard_bonus_int"					"+$int"
"Dota_Tooltip_Ability_item_wisdom_shard_bonus_spellamp"			"%+$spell_amp"
"DOTA_Tooltip_Ability_item_wisdom_shard_lore"						"Осколок посоха давно забытого волшебника."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\wisdom_shard.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\!empty.txt' begin 

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\!empty.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\fountain.txt' begin 
"DOTA_Tooltip_ability_angel_arena_fountain"							"Fountain Aura"
"DOTA_Tooltip_ability_angel_arena_fountain_Description"				"Фонтан блокирует 50% наносимого урона по союзникам неподалеку."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\fountain.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\obelisk.txt' begin 
"npc_aa_bulding_obelisk_radiant"										"Ancient Obelisk"
"npc_aa_bulding_obelisk_dire"											"Ancient Obelisk"

"DOTA_Tooltip_Ability_ability_obelisk_passive" 							"Ancient Obelisk" 
"DOTA_Tooltip_Ability_ability_obelisk_passive_Description"				"Древний обелиск невозможно полностью уничтожить.\nЕго можно вывести из строя, тем самым запретив телепортацию на обелиск." 

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\obelisk.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\runes.txt' begin 
"DOTA_Tooltip_modifier_rune_dd_one"								"Double Damage"
"DOTA_Tooltip_modifier_rune_dd_one_Description"					"Увеличивает урон на 60%"
"DOTA_Tooltip_modifier_rune_dd_two"								"Double Damage"
"DOTA_Tooltip_modifier_rune_dd_two_Description"					"Увеличивает урон на 300%"
"DOTA_Tooltip_modifier_rune_dd_three"							"Double Damage"
"DOTA_Tooltip_modifier_rune_dd_three_Description"				"Сокращает получаемый урон на 10%"

"DOTA_Tooltip_modifier_rune_haster_max"							"Haste"
"DOTA_Tooltip_modifier_rune_haster_max_Description"				"Увеличивает лимит скорости в 10 раз."

"DOTA_Tooltip_modifier_rune_illusion_one"						"Illusions"
"DOTA_Tooltip_modifier_rune_illusion_one_Description"			"Увеличивает урон на 30% и увеличивает скорость бега на 50."

"DOTA_Tooltip_modifier_rune_illusion_two"						"Illusions"
"DOTA_Tooltip_modifier_rune_illusion_two_Description"			"Снижает получаемый урон на 15%"

"DOTA_Tooltip_ability_item_rune_dd"										"Double Damage"
"DOTA_Tooltip_ability_item_rune_invis"									"Invisibility"
"DOTA_Tooltip_ability_item_rune_regen"									"Regeneration"
"DOTA_Tooltip_ability_item_rune_arcane"									"Arcane"
"DOTA_Tooltip_ability_item_rune_haste"									"Haste"
"DOTA_Tooltip_ability_item_rune_bounty"									"Bounty"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\runes.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\shrines.txt' begin 
"npc_aa_bulding_shrine_radiant"										"Shrine"
"npc_aa_bulding_shrine_dire"										"Shrine"

"DOTA_Tooltip_ability_ability_shrine_restore"						"Restoration"
"DOTA_Tooltip_ability_ability_shrine_restore_Description"			"Восстанавливает здоровье и ману всех окружающих союзников"
"DOTA_Tooltip_ability_ability_shrine_restore_aura_radius"			"РАДИУС:"
"DOTA_Tooltip_ability_ability_shrine_restore_health_regen_const"	"ВОССТАНОВЛЕНИЕ ЗДОРОВЬЯ:"
"DOTA_Tooltip_ability_ability_shrine_restore_mana_regen_const"		"ВОССТАНОВЛЕНИЕ МАНЫ:"
"DOTA_Tooltip_ability_ability_shrine_restore_health_regen_pct"		"%ВОССТАНОВЛЕНИЕ ЗДОРОВЬЯ:"
"DOTA_Tooltip_ability_ability_shrine_restore_mana_regen_pct"		"%ВОССТАНОВЛЕНИЕ МАНЫ:"

"DOTA_Tooltip_modifier_ability_shrine_restore_effect"				"Restoration"
"DOTA_Tooltip_modifier_ability_shrine_restore_effect_Description"	"Здоровье и мана восстанавливаются"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\shrines.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\map\summon_magical_attack.txt' begin 
п»ї"DOTA_Tooltip_ability_summons_attack_magical"							"Summon Power"
"DOTA_Tooltip_ability_summons_attack_magical_Description"				"Призванное существо наносит часть своего урона в виде магического."
"DOTA_Tooltip_ability_summons_attack_magical_dmg_to_magical"			"%УРОН В МАГИЧЕСКИЙ:"

"DOTA_Tooltip_ability_summons_attack_lycan_wolfs"							"Summon Power"
"DOTA_Tooltip_ability_summons_attack_lycan_wolfs_Description"				"Призванное существо наносит часть своего урона в виде магического."
"DOTA_Tooltip_ability_summons_attack_lycan_wolfs_dmg_to_magical"			"%УРОН В МАГИЧЕСКИЙ:"

// AAC

//MOBS

	"npc_ba_creep_golem_radiant" "Golem"
	"npc_ba_creep_centaur_radiant" "Centaur"
	"npc_ba_creep_dragon_radiant" "Thunder Lizard"
	"npc_ba_creep_vulture_dire" "Vulture"
	"npc_ba_creep_satyr_dire" "Satyr"
	"npc_ba_creep_dragon_dire" "Dragon"
"npc_angel_of_love" "Angel Of Love"
"npc_angel_of_hate" "Angel Of Hate"
"npc_monk_of_love" "Monk Of Love"
"npc_monk_of_hate" "Monf Of Hate"
"npc_dota_custom_guardian" "Guardian"
"Demon_possessed" "Possessed"

// ITEMS

"DOTA_Tooltip_Ability_item_angels_desolators"						"Angels Desolator"
"DOTA_Tooltip_Ability_item_angels_desolators_Description"			"<h1>Passive: Corruption</h1> Your attacks reduce the target's armor for 15 seconds.\n\n"
"DOTA_Tooltip_Ability_item_angels_desolators_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_angels_desolators_corruption_armor"		"ARMOR REDUCE:"
"DOTA_Tooltip_Ability_item_angels_desolators_corruption_duration"	"DURATION:"
"DOTA_Tooltip_modifier_angels_desolators_armor"						"Broken Armor"
"DOTA_Tooltip_modifier_angels_desolators_armor_Description"			"Armor reduced by 16."

"DOTA_Tooltip_Ability_item_cursed_sange"      						"Damned Swords"
"DOTA_Tooltip_Ability_item_cursed_sange_Description"    			"<h1>Passive: Greater Maim</h1> Each attack has a chance to slow the enemy's movement and attack speed. \n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_cursed_sange_bonus_damage"    			"+$damage"
"DOTA_Tooltip_Ability_item_cursed_sange_bonus_str"     			"+$str"
"DOTA_Tooltip_Ability_item_cursed_sange_curse_chance"    			"%CURSE CHANCE:"
"DOTA_Tooltip_Ability_item_cursed_sange_cuse_duration"    			"CURSE DURATION:"
